,song,lyrics
66,b'EMINEM - STAN LYRICS',Cause I dont really got shit else
67,b'EMINEM - STAN LYRICS',And you cant breathe without me
68,b'EMINEM - STAN LYRICS',"I left my cell, my pager"
69,b'EMINEM - STAN LYRICS',And I cant see at all
70,b'EMINEM - STAN LYRICS',And in the car they found a tape
71,b'EMINEM - STAN LYRICS',Cause if she suffocates shell suffer more
72,b'EMINEM - STAN LYRICS',But you couldve signed an autograph for Matthew
73,b'EMINEM - STAN LYRICS',"Cmon, how fucked up is you?"
74,b'EMINEM - STAN LYRICS',I had a friend kill himself over some bitch
75,b'EMINEM - STAN LYRICS',Well gotta go
76,b'EMINEM - STAN LYRICS',And my home phone at the bottom
77,b'EMINEM - STAN LYRICS',With your name across the chest
78,b'EMINEM - STAN LYRICS',Thats pretty shitty man
79,b'EMINEM - STAN LYRICS',Some dude was drunk and drove his car over a bridge
80,b'EMINEM - STAN LYRICS',You like to cut your wrist too?
81,b'EMINEM - STAN LYRICS',"And when you dream, I hope you cant sleep"
82,b'EMINEM - STAN LYRICS',And had his girlfriend in the trunk
83,b'EMINEM - STAN LYRICS',If you didnt want to talk to me
84,b'EMINEM - STAN LYRICS',You would call your daughter that
85,b'EMINEM - STAN LYRICS',Dont think I did that shit intentionally
86,b'EMINEM - STAN LYRICS',Im sorry I didnt see you at the show
87,b'EMINEM - STAN LYRICS',The morning rain clouds up my window
88,b'EMINEM - STAN LYRICS',Sometimes I scribble addresses
89,b'EMINEM - STAN LYRICS',Sometimes I even cut myself
90,b'EMINEM - STAN LYRICS',Try to understand
91,b'EMINEM - STAN LYRICS',"Dear Stan, I meant to write you sooner"
92,b'EMINEM - STAN LYRICS',P.S. We should be together too
93,b'EMINEM - STAN LYRICS',"I loved you Slim, we could have been together"
94,b'EMINEM - STAN LYRICS',But Ive just been busy
95,b'EMINEM - STAN LYRICS',That type of shitll make me not want us
96,b'EMINEM - STAN LYRICS',For people like us growing up
97,b'EMINEM - STAN LYRICS',So this is my cassette Im sending you
98,b'EMINEM - STAN LYRICS',"Im trying to talk"""
99,b'EMINEM - STAN LYRICS',My teas gone cold Im wondering why I?
100,b'EMINEM - STAN LYRICS',"I just think its fucked up, you dont answer fans"
101,b'EMINEM - STAN LYRICS',But anyways fuck it
102,b'EMINEM - STAN LYRICS',Cause I talk about you 24/7
103,b'EMINEM - STAN LYRICS',To help your ass from bouncin off the walls
104,b'EMINEM - STAN LYRICS',I hope you cant sleep and you dream about it
105,b'EMINEM - STAN LYRICS',Or maybe you just need to treat her better
106,b'EMINEM - STAN LYRICS',Meant to be together?
107,b'EMINEM - STAN LYRICS',At the post office or somethin
108,b'EMINEM - STAN LYRICS',And I respect you cause you tell it
109,b'EMINEM - STAN LYRICS',"Hey Slim, thats my girlfriend screaming in the trunk"
110,b'EMINEM - STAN LYRICS',I wrote the addresses on em perfect
111,b'EMINEM - STAN LYRICS',It reminds me that its not so bad
112,b'EMINEM - STAN LYRICS',A couple weeks ago that made me sick
113,b'EMINEM - STAN LYRICS',Who didnt want him
114,b'EMINEM - STAN LYRICS',Outside the concert you didnt have to
115,b'EMINEM - STAN LYRICS',Its been six months and still no word
116,b'EMINEM - STAN LYRICS',You could have rescued me from drowning
117,b'EMINEM - STAN LYRICS',That I do want you as a fan
118,b'EMINEM - STAN LYRICS',I think that youll be doin just fine
119,b'EMINEM - STAN LYRICS',From the air in the night
120,b'EMINEM - STAN LYRICS',The pain is such a sudden rush for me
121,b'EMINEM - STAN LYRICS',"Sincerely yours, Stan"
122,b'EMINEM - STAN LYRICS',And even if I could itd all be gray
123,b'EMINEM - STAN LYRICS',"Think about it, you ruined it now"
124,b'EMINEM - STAN LYRICS',I really think you and your girlfriend
125,b'EMINEM - STAN LYRICS',I aint that mad though I just dont like bein lied to
126,b'EMINEM - STAN LYRICS',Oh shit! I forgot!
127,b'EMINEM - STAN LYRICS',"You said if I write to you, you would write back"
128,b'EMINEM - STAN LYRICS',I sent two letters back in autumn
129,b'EMINEM - STAN LYRICS',See Im just like you in a way
130,b'EMINEM - STAN LYRICS',I never knew my father neither
131,b'EMINEM - STAN LYRICS',"Im on a thousand downers, now Im drowsy"
132,b'EMINEM - STAN LYRICS',You know this song by Phil Collins
133,b'EMINEM - STAN LYRICS',He used to always cheat on my mom and beat her
134,b'EMINEM - STAN LYRICS',You must not have got em
135,b'EMINEM - STAN LYRICS',My girlfriends jealous
136,b'EMINEM - STAN LYRICS',I must have missed you
137,b'EMINEM - STAN LYRICS',I know you got my last two letters
138,b'EMINEM - STAN LYRICS',I dont deserve it?
139,b'EMINEM - STAN LYRICS',But I didnt slit her throat I just tied her up
140,b'EMINEM - STAN LYRICS',"Dear Mister, Im too good to call or write my fans"
141,b'EMINEM - STAN LYRICS',He likes you more than I do
142,b'EMINEM - STAN LYRICS',Remember when we met in Denver
143,b'EMINEM - STAN LYRICS',Thats kinda how this is
144,b'EMINEM - STAN LYRICS',Just to diss you
145,b'EMINEM - STAN LYRICS',That shit was fat
146,b'EMINEM - STAN LYRICS',Im doing 90 on the freeway
147,b'EMINEM - STAN LYRICS',"I read about your Uncle Ronnie too, Im sorry"
148,b'EMINEM - STAN LYRICS',See I aint like you
149,b'EMINEM - STAN LYRICS',It probably was a problem
150,b'EMINEM - STAN LYRICS',Im almost at the bridge now
151,b'EMINEM - STAN LYRICS',"Hey Slim, I drink a fifth of vodka"
152,b'EMINEM - STAN LYRICS',But Im your biggest fan
153,b'EMINEM - STAN LYRICS',You said your girlfriends pregnant now
154,b'EMINEM - STAN LYRICS',My girlfriends pregnant too
155,b'EMINEM - STAN LYRICS',That other guy from drowning?
156,b'EMINEM - STAN LYRICS',Im out to be a father
157,b'EMINEM - STAN LYRICS',So that shit helps when Im depressed
158,b'EMINEM - STAN LYRICS',I think you need some counselin
159,b'EMINEM - STAN LYRICS',"His name was, it was you! Damn!"
160,b'EMINEM - STAN LYRICS',I got a room full of your posters
161,b'EMINEM - STAN LYRICS',I even got a tattoo
162,b'EMINEM - STAN LYRICS',But she dont know you like
163,b'EMINEM - STAN LYRICS',I hope you know
164,b'EMINEM - STAN LYRICS',I seen this one shit on the news
165,b'EMINEM - STAN LYRICS',Need each other
166,b'EMINEM - STAN LYRICS',If youd relax a little
167,b'EMINEM - STAN LYRICS',Thats my little brother man
168,b'EMINEM - STAN LYRICS',When you get down some
0,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',(Holla) Got the feeling son
1,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Getcho freak on.(go)
2,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',With the crazy style (go)
3,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Cuz im the best around (yes)
4,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',"Copywritten so, dont copy me"
5,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Now sweat me when im done
6,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',What da dilly yo
7,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',(whos that bitch?)
8,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',"Open yo mouth, Give you a taste"
9,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',"And yall cant come, close to me (yes)"
10,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Missy be puttin it down
11,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Me and Timbaland been hot since twenty years ago
12,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',"Shh, hush yo mouth"
13,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Quiet!!!
14,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',I scream it loud and proud (yes)
15,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Im lastin twenty rounds
16,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Now what da drilly yo
17,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Now people gather round
18,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',In yo face
19,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',And if you want me (nigga)
20,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Yall can stop me now
21,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',People gon play me now (yes)
22,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Missy gon blow it down (yes)
23,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Listen to me now
24,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',We got the radio slike we got a gun
25,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',People you know
26,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',gimme some new shit
27,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',The biggie biggie bounce (bounce)
28,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',I kno you dig the way i sw.sw... switched ma style
29,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Ill told yall mutha (skurt)
30,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Then come and get me now (bounce)
31,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Getcha Getcha Getcha Getcha Getcha freak on
32,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Im the hottest round
33,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',I know you feel me now (yes)
34,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',(Holla) People sing around
35,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',"Silence when I, spit it out"
36,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',People here I come
37,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',In and outa town (yes)
38,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',"hit me, hit me"
39,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Is you with me now (bounce)
40,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Lemme throw you some
41,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',(Holla) Aint no stoppin me
42,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',"Yall do it, sloppily"
43,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',If you wanna battle me then (nigga) lemme know
44,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',I know you hear me loud (yes)
45,b'MISSY ELLIOTT - GET UR FREAK ON LYRICS',Now people jump around
0,b'ICE-T - COLORS LYRICS',"But our war wont end,"
1,b'ICE-T - COLORS LYRICS',"Homicides my favorite binge,"
2,b'ICE-T - COLORS LYRICS',"King of my jungle, just a gangster stalking,"
3,b'ICE-T - COLORS LYRICS',"Peace is a dream, reality is a knife,"
4,b'ICE-T - COLORS LYRICS',"You dont like it, so you know where you can go,"
5,b'ICE-T - COLORS LYRICS',"Cause the streets are my stage and terrors my show,"
6,b'ICE-T - COLORS LYRICS',"Dont try to act crazy,"
7,b'ICE-T - COLORS LYRICS',"My mothers on crack,"
8,b'ICE-T - COLORS LYRICS',"My colors, my honor, my colors, my all,"
9,b'ICE-T - COLORS LYRICS',"It wouldnt amaze me,"
10,b'ICE-T - COLORS LYRICS',"My gangs my family its all that I have,"
11,b'ICE-T - COLORS LYRICS',"My life is violent but violent is life,"
12,b'ICE-T - COLORS LYRICS',"Then dead as a deathpack the colors I choose,"
13,b'ICE-T - COLORS LYRICS',"Phsyco-analize tried diognising me why,"
14,b'ICE-T - COLORS LYRICS',"Colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors..."
15,b'ICE-T - COLORS LYRICS',"Though we all want peace,"
16,b'ICE-T - COLORS LYRICS',"Give me a break, what world do you live in,"
17,b'ICE-T - COLORS LYRICS',"With my colors upon me one soldier stands tall,"
18,b'ICE-T - COLORS LYRICS',"My homeboy got jacked,"
19,b'ICE-T - COLORS LYRICS',"My territory, dont cross the line,"
20,b'ICE-T - COLORS LYRICS',"Youll say to stop, but Ill say that I cant,"
21,b'ICE-T - COLORS LYRICS',"Any problem I got I just put my fist in,"
22,b'ICE-T - COLORS LYRICS',"Death is my sect, guess my religion,"
23,b'ICE-T - COLORS LYRICS',"If you ran like a punk,"
24,b'ICE-T - COLORS LYRICS',"suckers stare, but I dont care,"
25,b'ICE-T - COLORS LYRICS',"I am a nightmare walking, Psychopath talking,"
26,b'ICE-T - COLORS LYRICS',"Then some punk claimin they understandin me,"
27,b'ICE-T - COLORS LYRICS',"You disown me, cool,"
28,b'ICE-T - COLORS LYRICS',"But it was mine, so let me define,"
29,b'ICE-T - COLORS LYRICS',"So Ill just walk like a giant, police defiant,"
30,b'ICE-T - COLORS LYRICS',"It wasnt your brother that brutally died,"
31,b'ICE-T - COLORS LYRICS',"Im a star, on the walls is my autograph,"
32,b'ICE-T - COLORS LYRICS',"Colors,"
33,b'ICE-T - COLORS LYRICS',"Sucker die for your life when my shotgun scatters,"
34,b'ICE-T - COLORS LYRICS',"Till all wars cease,"
35,b'ICE-T - COLORS LYRICS',"Colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors..."
36,b'ICE-T - COLORS LYRICS',"But my true mission, is just revenge,"
37,b'ICE-T - COLORS LYRICS',"My pants are saggin, braided hair,"
38,b'ICE-T - COLORS LYRICS',"Last night in cold blood my young brother got shot,"
39,b'ICE-T - COLORS LYRICS',"We gangs of L.A. will never die - just multiply colors,"
40,b'ICE-T - COLORS LYRICS',"My sister cant work cause her arms show trax,"
41,b'ICE-T - COLORS LYRICS',"Living life like a firecracker, quick is my fuse,"
42,b'ICE-T - COLORS LYRICS',"Tell me what have you left me, what have I got,"
43,b'ICE-T - COLORS LYRICS',"My game aint knowledge, my games fear,"
44,b'ICE-T - COLORS LYRICS',"I dont need your assistance, social persistence,"
45,b'ICE-T - COLORS LYRICS',"You aint in my sect, you aint my friend,"
46,b'ICE-T - COLORS LYRICS',"Wear the wrong color your life could end,"
47,b'ICE-T - COLORS LYRICS',"Cause that shit dont phase me,"
48,b'ICE-T - COLORS LYRICS',"Red or Blue, Cuz or Blood, it just dont matter,"
49,b'ICE-T - COLORS LYRICS',"Colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors..."
50,b'ICE-T - COLORS LYRICS',"Ive no remorse, so squares beware,"
51,b'ICE-T - COLORS LYRICS',"Colors, ka, ka, ka, colors, colors, ka, ka, ka, colors, colors, ka, ka, ka, colors, colors, ka, ka, ka, colors, colors, ka, ka, ka, colors, colors, colors, colors, colors, colors..."
52,b'ICE-T - COLORS LYRICS',"Colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, ka, ka, ka, colors, colors, ka, ka, ka, colors, colors, colors, colors, colors, ka, ka, ka, khh, colors, ka, ka, ka, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, khh, ka, ka, ka, colors, colors, ka, ka, ka, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, colors, ka, ka, ka, ka, ka, ka, colors..."
53,b'ICE-T - COLORS LYRICS',"Cause my color is death,"
54,b'ICE-T - COLORS LYRICS',"Madness, insanity, live in profanity,"
55,b'ICE-T - COLORS LYRICS',"You dont know me, fool,"
56,b'ICE-T - COLORS LYRICS',Yo Ease lets do this...
0,b'NAUGHTY BY NATURE - OPP LYRICS',"Come on, come on, now let me tell you what its all about"
1,b'NAUGHTY BY NATURE - OPP LYRICS',How many brothers out there know just what Im gettin at
2,b'NAUGHTY BY NATURE - OPP LYRICS',"I wont get into that, Ill do it, ah, sorta properly"
3,b'NAUGHTY BY NATURE - OPP LYRICS',Youre now down with a discount
4,b'NAUGHTY BY NATURE - OPP LYRICS',Whos down with OPP?
5,b'NAUGHTY BY NATURE - OPP LYRICS',This girl ah tried to OPP me
6,b'NAUGHTY BY NATURE - OPP LYRICS',Now lady here comes a kiss
7,b'NAUGHTY BY NATURE - OPP LYRICS',"Disagreement, yeah an argument"
8,b'NAUGHTY BY NATURE - OPP LYRICS',Thats rule number one in this OPP establishment
9,b'NAUGHTY BY NATURE - OPP LYRICS',Him or her for sure is going to admit it
10,b'NAUGHTY BY NATURE - OPP LYRICS',"Its OPP, time other peoples what you get it"
11,b'NAUGHTY BY NATURE - OPP LYRICS',"You gots to leave, come grab your coat, right now you gotta go"
12,b'NAUGHTY BY NATURE - OPP LYRICS',Theres no room for relationship theres just room to hit it
13,b'NAUGHTY BY NATURE - OPP LYRICS',The first two letters are the same
14,b'NAUGHTY BY NATURE - OPP LYRICS',"When you get down, you cant go round runnin off at the mouth"
15,b'NAUGHTY BY NATURE - OPP LYRICS',"You looked at him, he looked at you and you knew right away"
16,b'NAUGHTY BY NATURE - OPP LYRICS',Who thinks its wrong cos Im splittin and co-hittin at
17,b'NAUGHTY BY NATURE - OPP LYRICS',(All the homies)
18,b'NAUGHTY BY NATURE - OPP LYRICS',Have you ever known a brother who have another like ah girl or wife?
19,b'NAUGHTY BY NATURE - OPP LYRICS',"When yall are finish, yall can leave and only yall would know"
20,b'NAUGHTY BY NATURE - OPP LYRICS',(Every last lady)
21,b'NAUGHTY BY NATURE - OPP LYRICS',"She said, ""Oh no, I love you Treach"" I said, ""Now child please"""
22,b'NAUGHTY BY NATURE - OPP LYRICS',OPP how can I explain it
23,b'NAUGHTY BY NATURE - OPP LYRICS',Ill take you frame by frame it
24,b'NAUGHTY BY NATURE - OPP LYRICS',That wasnt the thing it must have been the way she hit the ceiling
25,b'NAUGHTY BY NATURE - OPP LYRICS',O is for other P is for people scratchin temple
26,b'NAUGHTY BY NATURE - OPP LYRICS',"Its the longest, loveliest, lean, I call it the leanest"
27,b'NAUGHTY BY NATURE - OPP LYRICS',Break it down
28,b'NAUGHTY BY NATURE - OPP LYRICS',Its sorta like another way to call a cat a kitten
29,b'NAUGHTY BY NATURE - OPP LYRICS',"But if you dont, heres your membership"
30,b'NAUGHTY BY NATURE - OPP LYRICS',(This whole party)
31,b'NAUGHTY BY NATURE - OPP LYRICS',Its just her boyfriends at her house
32,b'NAUGHTY BY NATURE - OPP LYRICS',And then yall could throw the skeleton bone right in the closet door
33,b'NAUGHTY BY NATURE - OPP LYRICS',Dave drop a load on em
34,b'NAUGHTY BY NATURE - OPP LYRICS',Cos after that she kept on coming back and catchin feelings
35,b'NAUGHTY BY NATURE - OPP LYRICS',"Exciting isnt it, a special kinda business"
36,b'NAUGHTY BY NATURE - OPP LYRICS',"Blow a kiss back to me, now tell me exactly"
37,b'NAUGHTY BY NATURE - OPP LYRICS',"You get home, wait a day, shes what you wanna know about"
38,b'NAUGHTY BY NATURE - OPP LYRICS',You get her name and number and then you feelin real mellow
39,b'NAUGHTY BY NATURE - OPP LYRICS',Then you call up and its her girlfriend or her cousins house
40,b'NAUGHTY BY NATURE - OPP LYRICS',You couldnt be seen with him at all and still you didnt care
41,b'NAUGHTY BY NATURE - OPP LYRICS',"This was a thing, a little thing, you shouldnt have put your heart"
42,b'NAUGHTY BY NATURE - OPP LYRICS',As a game n it seems I gotta start to explainin
43,b'NAUGHTY BY NATURE - OPP LYRICS',(Every last homie)
44,b'NAUGHTY BY NATURE - OPP LYRICS',"As for the ladies, OPP means something gifted"
45,b'NAUGHTY BY NATURE - OPP LYRICS',Bust it
46,b'NAUGHTY BY NATURE - OPP LYRICS',Army with harmony
47,b'NAUGHTY BY NATURE - OPP LYRICS',You ever had a girl and met her on a nice hello
48,b'NAUGHTY BY NATURE - OPP LYRICS',"Its not a front, F to the R to the O to the N to the T"
49,b'NAUGHTY BY NATURE - OPP LYRICS',That he had someone but he was gonna be yours anyway?
50,b'NAUGHTY BY NATURE - OPP LYRICS',(Yeah you know me)
51,b'NAUGHTY BY NATURE - OPP LYRICS',"Now when you do it, do it well and make sure that it counts"
52,b'NAUGHTY BY NATURE - OPP LYRICS',My girl was partners that had a fall out
53,b'NAUGHTY BY NATURE - OPP LYRICS',Its five little letters that are missin here
54,b'NAUGHTY BY NATURE - OPP LYRICS',You down with OPP?
55,b'NAUGHTY BY NATURE - OPP LYRICS',"When OPP comes, damn, skippy Im with it"
56,b'NAUGHTY BY NATURE - OPP LYRICS',"(Boy, thats what is scary)"
57,b'NAUGHTY BY NATURE - OPP LYRICS',"I said, ""Now look you to the stairs and to the stairwindow"
58,b'NAUGHTY BY NATURE - OPP LYRICS',"Cos you know I was OPP, hell from the very start"""
59,b'NAUGHTY BY NATURE - OPP LYRICS',To have yall jumpin shall we singin it
60,b'NAUGHTY BY NATURE - OPP LYRICS',You get on occassion at the other party
61,b'NAUGHTY BY NATURE - OPP LYRICS',Many of you will catch the same sorta OPP is you with
62,b'NAUGHTY BY NATURE - OPP LYRICS',"She tried to do me so we did it in my apartment, bust it"
63,b'NAUGHTY BY NATURE - OPP LYRICS',But the last is something different
64,b'NAUGHTY BY NATURE - OPP LYRICS',(All the ladies)
65,b'NAUGHTY BY NATURE - OPP LYRICS',I say the last P hmm stands for property
66,b'NAUGHTY BY NATURE - OPP LYRICS',"The last P, well, thats not that simple"
67,b'NAUGHTY BY NATURE - OPP LYRICS',"Say ""OPP,"" ""OPP!"" I like to say with pride"
68,b'NAUGHTY BY NATURE - OPP LYRICS',I had a girl and she knew that matter of fact
69,b'NAUGHTY BY NATURE - OPP LYRICS',"I said, ""Lets go my girl is coming so you gotta leave"""
70,b'NAUGHTY BY NATURE - OPP LYRICS',And you just had to stop and just cos he look just as nice?
71,b'NAUGHTY BY NATURE - OPP LYRICS',Now dont be shocked cos if youre down I want your hands up high
72,b'NAUGHTY BY NATURE - OPP LYRICS',Its another five letter word rhymin with cleanest and meanest
73,b'NAUGHTY BY NATURE - OPP LYRICS',You keep your mouth shut and it wont get back to her or him
74,b'NAUGHTY BY NATURE - OPP LYRICS',Cos in a room behind a door no one but yall are there
75,b'NAUGHTY BY NATURE - OPP LYRICS',"Well if you do, thats OPP and youre not down with it"
0,b'DIGITAL UNDERGROUND - THE HUMPTY DANCE LYRICS',and I even got my own dance
1,b'DIGITAL UNDERGROUND - THE HUMPTY DANCE LYRICS',"I get stoopid, I shoot an arrow like Cupid,"
2,b'DIGITAL UNDERGROUND - THE HUMPTY DANCE LYRICS',Now gather round
3,b'DIGITAL UNDERGROUND - THE HUMPTY DANCE LYRICS',and when the dude a chump pump points a finger like a stump
